2,19.6119,Cargar
2,170.883,Imprimir
2,2.35e-05Buscar
3,10.1139,Cargar
3,168.733,Imprimir
3,5.8e-06,Buscar
4,13.1583,Cargar
4,231.052,Imprimir
4,9.6e-06Buscar
5,10.7218,Cargar
5,179.602,Imprimir
5,7.4e-06,Buscar
6,11.7777,Cargar
6,217.244,Imprimir
6,7.4e-06Buscar
7,10.1057,Cargar
7,175.666,Imprimir
7,4.9e-06,Buscar
